,AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr
736,IDBI,IDBI Liquid Fund Direct Growth,Debt,Moderate Risk,4.0,4.03,4.25,5.46
737,HSBC,HSBC Low Duration Fund Direct Growth,Debt,Low to Moderate Risk,1.0,3.48,4.22,3.55
738,Taurus,Taurus Short Term Income Fund Direct Growth,Debt,Moderately Low Risk,1.0,9.35,4.21,6.49
739,Mahindra,Mahindra Manulife Liquid Fund Direct Growth,Debt,Low to Moderate Risk,5.0,4.06,4.2,5.44
740,Edelweiss,Edelweiss Liquid Direct Growth,Debt,Low to Moderate Risk,4.0,3.99,4.19,5.43
741,Franklin,Franklin India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.0,4.19,5.44
742,LIC,LIC MF Liquid Fund Direct Growth,Debt,Low to Moderate Risk,4.0,3.97,4.16,5.37
743,Aditya,Aditya Birla Sun Life Liquid Fund Direct Growth,Debt,Moderate Risk,4.0,4.03,4.16,5.41
744,PGIM,PGIM India Liquid Fund Direct Plan Growth,Debt,Low to Moderate Risk,4.0,4.0,4.16,5.4
745,Baroda,Baroda BNP Paribas Liquid Direct Fund Growth,Debt,Low to Moderate Risk,5.0,4.07,4.14,5.39
746,Nippon,Nippon India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.01,4.14,5.4
747,Tata,Tata Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.98,4.14,5.37
748,Union,Union Liquid Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.02,4.14,4.59
749,Axis,Axis Liquid Direct Fund Growth,Debt,Low to Moderate Risk,3.0,4.02,4.13,5.38
750,Mirae,Mirae Asset Cash Management Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.02,4.13,5.36
751,ICICI,ICICI Prudential Liquid Fund Direct Plan Growth,Debt,Moderate Risk,3.0,3.96,4.12,5.36
752,UTI,UTI Liquid Cash Direct Growth,Debt,Low to Moderate Risk,3.0,4.02,4.11,5.36
753,Sundaram,Sundaram Liquid Direct Growth,Debt,Moderate Risk,4.0,4.03,4.11,5.16
754,Sundaram,Sundaram Medium Term Bond Fund Direct Growth,Debt,Moderate Risk,2.0,0.94,4.1,5.12
755,Invesco,Invesco India Gilt Fund Direct Growth,Debt,Low to Moderate Risk,1.0,1.82,4.09,5.15
756,PGIM,PGIM India Credit Risk Fund Direct Growth,Debt,Low to Moderate Risk,2.0,9.6,4.08,5.31
757,SBI,SBI Liquid Fund Direct Plan Growth,Debt,Low to Moderate Risk,3.0,3.98,4.08,5.3
758,DSP,DSP Liquidity Direct Growth,Debt,Low to Moderate Risk,3.0,4.01,4.08,5.33
759,L&T,L&T Liquid Plan Direct Growth,Debt,Low to Moderate Risk,2.0,3.98,4.07,5.31
760,HSBC,HSBC Cash Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.01,4.06,5.34
761,Bank,Bank of India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.07,4.06,5.32
762,Kotak,Kotak Liquid Direct Growth,Debt,Low to Moderate Risk,3.0,3.97,4.05,5.28
763,JM,JM Liquid Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.03,4.04,5.32
764,HDFC,HDFC Liquid Direct Plan Growth,Debt,Low to Moderate Risk,2.0,3.97,4.04,5.27
765,Invesco,Invesco India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.98,4.03,5.29
766,Baroda,Baroda BNP Paribas Money Market Fund Direct Growth,Debt,Low Risk,1.0,3.72,4.02,
767,IDFC,IDFC Cash Direct Plan Growth,Debt,Low to Moderate Risk,2.0,3.98,3.99,5.23
768,Navi,Navi Liquid Fund Super Institutional Plan Direct Growth,Debt,Moderate Risk,5.0,4.42,3.97,5.25
769,Navi,Navi Ultra Short Term Fund Super Institutional Plan Direct Growth,Debt,Low to Moderate Risk,1.0,3.0,3.97,5.28
770,Indiabulls,Indiabulls Liquid Direct Fund Growth,Debt,Low to Moderate Risk,2.0,3.73,3.9,5.21
771,Nippon,Nippon India Credit Risk Fund Direct Growth,Debt,High Risk,2.0,4.57,3.84,4.35
772,Canara,Canara Robeco Liquid Direct Plan Growth,Debt,Low to Moderate Risk,2.0,3.94,3.84,5.12
773,Parag,Parag Parikh Liquid Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.8,3.78,
774,Quantum,Quantum Liquid Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.81,3.76,4.83
775,PGIM,PGIM India Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.88,3.75,
776,DSP,DSP Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.87,3.72,
777,HSBC,HSBC Overnight Fund Direct Growth,Debt,Low Risk,5.0,3.9,3.71,
778,WhiteOak,WhiteOak Capital Liquid Fund Direct Growth,Debt,Low Risk,1.0,3.6,3.71,
779,Edelweiss,Edelweiss Overnight Fund Direct Growth,Debt,Low Risk,2.0,3.78,3.71,
780,Principal,Principal Retirement Savings Fund Conservative Plan Direct Growth,Solution Oriented,Moderately High Risk,,6.05,3.7,6.09
781,Axis,Axis Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.89,3.68,
782,LIC,LIC MF Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.89,3.68,
783,Nippon,Nippon India Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.88,3.68,
784,Baroda,Baroda BNP Paribas Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.85,3.68,
785,Aditya,Aditya Birla Sun Life Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.86,3.67,
786,Mahindra,Mahindra Manulife Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.89,3.67,
787,Canara,Canara Robeco Overnight Fund Direct Growth,Debt,Low Risk,2.0,3.84,3.67,
788,UTI,UTI Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.86,3.67,4.42
789,JM,JM Short Term Plan Direct Growth,Debt,Moderate Risk,2.0,4.45,3.67,5.61
790,L&T,L&T Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.84,3.66,4.68
791,Tata,Tata Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.85,3.66,
792,Sundaram,Sundaram Overnight Fund Direct Growth,Debt,Low Risk,2.0,3.82,3.66,
793,ICICI,ICICI Prudential Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.84,3.64,
794,SBI,SBI Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.83,3.64,4.62
795,IIFL,IIFL Liquid Fund Direct Growth,Debt,Low to Moderate Risk,1.0,3.85,3.64,4.82
796,Kotak,Kotak Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.86,3.64,
797,IDFC,IDFC Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.85,3.64,
798,ITI,ITI Liquid Fund Direct Growth,Debt,Low Risk,2.0,3.89,3.63,
799,Union,Union Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.86,3.63,
800,Motilal,Motilal Oswal Liquid Fund Direct Growth,Debt,Low to Moderate Risk,1.0,3.73,3.63,
801,HDFC,HDFC Overnight Fund Direct Plan Growth,Debt,Low Risk,2.0,3.81,3.62,4.59
802,JM,JM Medium to Long Duration Fund Direct Growth,Debt,Moderate Risk,1.0,0.83,3.6,2.57
803,Indiabulls,Indiabulls Overnight Fund Direct Growth,Debt,Low Risk,1.0,3.75,3.58,
804,Franklin,Franklin India Overnight Fund Direct Growth,Debt,Low Risk,2.0,3.8,3.57,
805,UTI,UTI Medium Term Fund Direct Growth,Debt,Moderate Risk,2.0,5.58,3.55,4.64
806,WhiteOak,WhiteOak Capital Overnight Fund Direct Growth,Debt,Low Risk,1.0,3.67,3.55,
807,Taurus,Taurus Dynamic Income Fund Direct Growth,Debt,Moderate Risk,1.0,9.64,3.53,4.36
808,Principal,Principal Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,2.0,7.81,3.47,6.16
809,Indiabulls,Indiabulls Arbitrage Fund Direct Growth,Hybrid,Low Risk,2.0,2.78,3.44,4.66
810,JM,JM Arbitrage Fund Direct Growth,Hybrid,Low Risk,1.0,3.69,3.4,4.39
811,Bank,Bank of India Arbitrage Fund Direct Growth,Hybrid,Low Risk,2.0,2.69,3.37,
812,Edelweiss,Edelweiss ASEAN Equity Off Shore Fund Direct Growth,Other,Very High Risk,,-0.87,3.3,5.74
813,Baroda,Baroda Dynamic Bond Direct Growth,Debt,Moderate Risk,1.0,4.29,3.17,4.61
814,UTI,UTI Focussed Equity Fund Series I (2195 Days) Direct Growth,Equity,Moderately High Risk,,14.03,2.93,8.87
815,Nippon,Nippon India Japan Equity Fund Direct Growth,Equity,Very High Risk,,-22.7,2.79,5.81
816,Nippon,Nippon India Hybrid Bond Fund Direct Growth,Hybrid,High Risk,1.0,5.54,2.43,2.89
817,Nippon,Nippon India Equity Savings Fund Direct Growth,Hybrid,Moderate Risk,1.0,2.35,1.97,1.28
818,Franklin,Franklin India Life Stage FoF The 50s Plus Direct Plan Growth,Other,Moderate Risk,1.0,5.67,1.75,3.06
819,Edelweiss,Edelweiss Emerging Markets Opportunities Equity Offshore Fund Direct Growth,Other,Very High Risk,,-24.15,1.49,3.44
820,Edelweiss,Edelweiss Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,1.0,-0.73,0.85,3.32
821,Franklin,Franklin India Feeder Templeton European Opportunities Fund Direct Growth,Other,Very High Risk,,4.64,-0.44,1.28
822,Aditya,Aditya Birla Sun Life Global Excellence Equity FoF Retail Direct Growth,Other,Very High Risk,,-17.65,-0.9,3.09
823,Nippon,Nippon India Strategic Debt Fund Direct Growth,Debt,Very High Risk,2.0,1.69,-2.82,-0.95
824,PGIM,PGIM India Emerging Markets Equity Fund Direct Growth,Other,Very High Risk,,-39.0,-3.1,-0.46
825,DSP,DSP World Gold Fund Direct Plan Growth,Other,Very High Risk,,-25.54,-3.99,0.15
826,UTI,UTI Credit Risk Fund Direct Growth,Debt,Moderately High Risk,1.0,20.76,-4.37,-0.98
827,HSBC,HSBC Brazil Direct Plan Growth,Other,Very High Risk,,-9.07,-8.55,-2.72
828,Baroda,Baroda Treasury Advantage Direct Fund Growth,Debt,Low to Moderate Risk,1.0,3.96,-9.24,-2.95
829,BHARAT,BHARAT Bond FOF April 2023 Direct Growth,Other,Low to Moderate Risk,3.0,3.39,,
830,Union,Union Hybrid Equity Fund Direct Growth,Hybrid,Very High Risk,,1.1,,
831,Mirae,Mirae Asset Banking and Financial Services Fund Direct Growth,Equity,Very High Risk,,5.24,,
832,IDFC,IDFC Midcap Fund Direct Growth,Equity,Very High Risk,,,,
833,Canara,Canara Robeco Banking and PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,,,,
834,Nippon,Nippon India Nifty Alpha Low Volatility 30 Index Fund Direct Growth,Other,Very High Risk,,,,
835,Navi,Navi Nifty India Manufacturing Index Fund Direct Growth,Other,Very High Risk,,,,
836,SBI,SBI Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,4.19,,
837,TRUSTMF,TRUSTMF Money Market Fund Direct Growth,Debt,Low to Moderate Risk,,,,
838,HDFC,HDFC NIFTY Next 50 Index Fund Direct Growth,Other,Very High Risk,,,,
839,Nippon,Nippon India Flexi Cap Fund Direct Growth,Equity,Very High Risk,,5.53,,
840,Mirae,Mirae Asset NYSE FANG+ ETF FoF Direct Growth,Other,Very High Risk,,-22.59,,
841,Parag,Parag Parikh Conservative Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,,8.35,,
842,SBI,SBI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,,,,
843,Nippon,Nippon India Nifty Smallcap 250 Index Fund Direct Growth,Other,Very High Risk,,4.34,,
844,PGIM,PGIM India Small Cap Fund Direct Growth,Equity,Very High Risk,,10.38,,
845,Motilal,Motilal Oswal S&P BSE Quality Index Fund Direct Growth,Other,Very High Risk,,,,
846,IDFC,IDFC Nifty200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,,,,
847,Quant,Quant Large Cap Fund Direct Growth,Equity,Very High Risk,,,,
848,ICICI,ICICI Prudential Nifty Smallcap 250 Index Fund Direct Growth,Other,Very High Risk,,,,
849,Mirae,Mirae Asset Balanced Advantage Fund Direct Growth,Hybrid,High Risk,,,,
850,SBI,SBI Retirement Benefit Fund Aggressive Hybrid Plan Direct Growth,Solution Oriented,Very High Risk,,12.87,,
851,HDFC,HDFC Developed World Indexes FoF Direct Growth,Other,Very High Risk,,,,
852,Nippon,Nippon India Silver ETF FoF Direct Growth,Other,Very High Risk,,,,
853,Invesco,Invesco India Invesco EQQQ NASDAQ 100 ETF FoF Direct Growth,Other,Very High Risk,,,,
854,Navi,Navi Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,,,
855,HDFC,HDFC Developed World Indexes FoF Direct Growth,Other,Very High Risk,,,,
856,Nippon,Nippon India Silver ETF FoF Direct Growth,Other,Very High Risk,,,,
857,Invesco,Invesco India Invesco EQQQ NASDAQ 100 ETF FoF Direct Growth,Other,Very High Risk,,,,
858,Motilal,Motilal Oswal MSCI EAFE Top 100 Select Index Fund Direct Growth,Other,Very High Risk,,,,
859,Axis,Axis Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,,,
860,DSP,DSP Global Innovation FoF Direct Growth,Other,Very High Risk,,,,
861,Mirae,Mirae Asset Balanced Advantage Fund Direct Growth,Hybrid,High Risk,,,,
862,UTI,UTI Nifty Midcap 150 Quality 50 Index Fund Direct Growth,Other,Very High Risk,,,,
863,ICICI,ICICI Prudential Passive Multi Asset FoF Direct Growth,Other,High Risk,,,,
864,SBI,SBI Retirement Benefit Fund Aggressive Hybrid Plan Direct Growth,Solution Oriented,Very High Risk,,12.87,,
865,Motilal,Motilal Oswal Nifty 200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,,,,
866,Quant,Quant Value Fund Direct Growth,Equity,Very High Risk,,,,
867,IDFC,IDFC Emerging Businesses Fund Direct Growth,Equity,Very High Risk,,-0.1,,
868,Quantum,Quantum Nifty 50 ETF FoF Direct Growth,Other,Very High Risk,,,,
869,Canara,Canara Robeco Focused Equity Fund Direct Growth,Equity,Very High Risk,,5.05,,
870,Axis,Axis Global Innovation FoF Direct Growth,Other,Very High Risk,,,,
871,Kotak,Kotak Global Innovation FoF Direct Growth,Other,Very High Risk,,-31.69,,
872,Kotak,Kotak Manufacture in India Fund Direct Growth,Equity,Very High Risk,,,,
873,Motilal,Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Direct Growth,Other,Very High Risk,,,,
874,DSP,DSP Nifty Midcap 150 Quality 50 Index Fund Direct Growth,Other,Very High Risk,,,,
875,ICICI,ICICI Prudential Nifty Alpha Low Volatility 30 ETF FOF Direct Growth,Other,Very High Risk,,,,
876,Mirae,Mirae Asset S&P 500 Top 50 ETF FoF Direct Growth,Other,Very High Risk,,,,
877,Navi,Navi Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,,,,
878,ICICI,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund Direct Growth,Other,Moderate Risk,,,,
879,Axis,Axis Global Equity Alpha FoF Direct Growth,Other,Very High Risk,,17.19,,
880,Aditya,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund Direct Growth,Other,Very High Risk,,6.12,,
881,Aditya,Aditya Birla Sun Life PSU Equity Fund Direct Growth,Equity,Very High Risk,,20.82,,
882,Nippon,Nippon India Passive Flexicap FoF Direct Growth,Other,Very High Risk,,4.2,,
883,Kotak,Kotak Pioneer Fund Direct Growth,Equity,Very High Risk,,-0.83,,
884,Union,Union Midcap Fund Direct Growth,Equity,Very High Risk,,8.47,,
885,Kotak,Kotak Pioneer Fund Direct Growth,Equity,Very High Risk,,-0.83,,
886,Union,Union Midcap Fund Direct Growth,Equity,Very High Risk,,8.47,,
887,Tata,Tata Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,,4.34,,
888,Tata,Tata Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,2.0,2.75,,
889,ITI,ITI Small Cap Fund Direct Growth,Equity,Very High Risk,,-4.81,,
890,ICICI,ICICI Prudential Strategic Metal and Energy Equity FoF Direct Growth,Other,Very High Risk,,,,
891,Mahindra,Mahindra Manulife Flexi Cap Yojana Direct Growth,Equity,Very High Risk,,4.97,,
892,Mirae,Mirae Asset Nifty 100 ESG Sector Leaders FoF Direct Growth,Other,Very High Risk,,-1.14,,
893,SBI,SBI Fixed Maturity Plan Series 58 (1842 Days) Direct Growth,Debt,Moderate Risk,,,,
894,Union,Union Gilt Fund Direct Growth,Debt,Moderate Risk,,,,
895,ICICI,ICICI Prudential S&P BSE 500 ETF FOF Direct Growth,Other,Very High Risk,,,,
896,ITI,ITI Mid Cap Fund Direct Growth,Equity,Very High Risk,,2.56,,
897,Mirae,Mirae Asset Money Market Fund Direct Growth,Debt,Low to Moderate Risk,,4.0,,
898,Union,Union Large & Midcap Fund Direct Growth,Equity,Moderately High Risk,,4.62,,
899,Tata,Tata Focused Equity Fund Direct Growth,Equity,Very High Risk,,2.57,,
900,Invesco,Invesco India Focused 20 Equity Fund Direct Growth,Equity,Very High Risk,,0.32,,
901,Mahindra,Mahindra Manulife Arbitrage Yojana Direct Growth,Hybrid,Low Risk,5.0,3.44,,
902,Mirae,Mirae Asset Money Market Fund Direct Growth,Debt,Low to Moderate Risk,,4.0,,
903,ICICI,ICICI Prudential Quant Fund Direct Growth,Equity,Very High Risk,,2.0,,
904,ITI,ITI Mid Cap Fund Direct Growth,Equity,Very High Risk,,2.56,,
905,Mirae,Mirae Asset Nifty India Manufacturing ETF FoF Direct Growth,Other,Very High Risk,,,,
906,ICICI,ICICI Prudential ESG Fund Direct Growth,Equity,Very High Risk,,-4.71,,
907,Sundaram,Sundaram Equity Fund Direct Growth,Equity,Very High Risk,,41.42,,
908,DSP,DSP Value Fund Direct Growth,Equity,Very High Risk,,-2.39,,
909,Aditya,Aditya Birla Sun Life ESG Fund Direct Growth,Equity,Very High Risk,,-4.32,,
910,Principal,Principal Midcap Fund Direct Growth,Equity,Moderately High Risk,,49.1,,
911,UTI,UTI Gilt Fund with 10 year Constant Duration Direct Growth,Debt,Moderate Risk,,,,
912,Nippon,Nippon India Asset Allocator FoF Direct Growth,Other,Very High Risk,,7.42,,
913,Aditya,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund Direct Growth,Other,Moderate Risk,,,,
914,IDFC,IDFC CRISIL Gilt 2028 Index Fund Direct Growth,Other,Moderate Risk,,1.45,,
915,Mirae,Mirae Asset Equity Allocator FoF Direct Growth,Other,Very High Risk,,3.55,,
916,Aditya,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund Direct Growth,Other,Moderate Risk,,,,
917,IDFC,IDFC CRISIL Gilt 2028 Index Fund Direct Growth,Other,Moderate Risk,,1.45,,
918,Mahindra,Mahindra Manulife Ultra Short Term Fund Direct Growth,Debt,Moderately Low Risk,3.0,3.95,,
919,Edelweiss,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund Direct Growth,Other,Moderate Risk,,2.18,,
920,Invesco,Invesco India Medium Duration Fund Direct Growth,Debt,Moderate Risk,,2.12,,
921,Edelweiss,Edelweiss Nifty 50 Index Fund Direct Growth,Other,Very High Risk,,,,
922,Mirae,Mirae Asset Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.1,,
923,TRUSTMF,TRUSTMF Overnight Fund Direct Growth,Debt,Low Risk,,,,
924,Mirae,Mirae Asset Banking and PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.39,,
925,TRUSTMF,TRUSTMF Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,2.0,1.75,,
926,Mahindra,Mahindra Manulife Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.02,,
927,IDFC,IDFC Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,,3.54,,
928,BHARAT,BHARAT Bond FOF April 2031 Direct Growth,Other,Moderate Risk,,3.47,,
929,Edelweiss,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
930,TRUSTMF,TRUSTMF Short Term Fund Direct Growth,Debt,Low to Moderate Risk,,2.97,,
931,SBI,SBI Multicap Fund Direct Growth,Equity,Very High Risk,,,,
932,Navi,Navi US Total Stock Market FoF Direct Growth,Other,Very High Risk,,,,
933,Mahindra,Mahindra Manulife Asia Pacific REITs FoF Direct Growth,Other,Very High Risk,2.0,,,
934,Aditya,Aditya Birla Sun Life Long Duration Fund Direct Growth,Debt,Moderate Risk,,,,
935,Kotak,Kotak Nasdaq 100 FOF Direct Growth,Other,Very High Risk,,-15.08,,
936,Motilal,Motilal Oswal S&P BSE Enhanced Value Index Fund Direct Growth,Other,Very High Risk,,,,
937,Axis,Axis Multicap Fund Direct Growth,Equity,Very High Risk,,,,
938,Tata,Tata Nifty India Digital ETF FoF Direct Growth,Other,Very High Risk,,,,
939,ICICI,ICICI Prudential Commodities Fund Direct Growth,Equity,High Risk,,3.02,,
940,UTI,UTI Nifty200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,,0.29,,
941,Kotak,Kotak International REIT FOF Direct Growth,Other,Very High Risk,,-1.71,,
942,ICICI,ICICI Prudential Silver ETF FoF Direct Growth,Other,Very High Risk,,,,
943,Motilal,Motilal Oswal Nifty Midcap 150 Index Fund Direct Growth,Other,Moderately High Risk,,10.06,,
944,UTI,UTI Small Cap Fund Direct Growth,Equity,Very High Risk,,12.93,,
945,SBI,SBI International Access US Equity FoF Direct Growth,Other,Very High Risk,,,,
946,Aditya,Aditya Birla Sun Life NASDAQ 100 FOF Direct Growth,Other,Very High Risk,,,,
947,PGIM,PGIM India Global Select Real Estate Securities FoF Direct Growth,Other,Very High Risk,,,,
948,Tata,Tata Business Cycle Fund Direct Growth,Equity,Very High Risk,,10.72,,
949,Mahindra,Mahindra Manulife Focused Equity Yojana Direct Growth,Equity,Very High Risk,4.0,7.51,,
950,SBI,SBI Fixed Maturity Plan Series 5 (92 Days) Direct Growth,Debt,Moderately Low Risk,,,,
951,ICICI,ICICI Prudential Nifty 200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,,,,
952,Samco,Samco Flexi Cap Fund Direct Growth,Equity,Very High Risk,,,,
953,HDFC,HDFC NIFTY50 Equal Weight Index Fund Direct Growth,Other,Very High Risk,,6.2,,
954,Nippon,Nippon India Nifty 50 Value 20 Index Fund Direct Growth,Other,Very High Risk,,1.16,,
955,HDFC,HDFC Nifty 100 Index Fund Direct Growth,Other,Very High Risk,,,,
956,UTI,UTI S&P BSE Sensex Index Fund Direct Growth,Other,Very High Risk,,,,
957,Aditya,Aditya Birla Sun Life CRISIL IBX AAA Jun 2023 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
958,ICICI,ICICI Prudential Nifty Bank Index Fund Direct Growth,Other,Very High Risk,,,,
959,Navi,Navi Nifty Bank Index Fund Direct Growth,Other,Very High Risk,,,,
960,Bank,Bank of India Bluechip Fund Direct Growth,Equity,Very High Risk,,-2.87,,
961,Edelweiss,Edelweiss NIFTY Large Mid Cap 250 Index Fund Direct Growth,Other,Very High Risk,,,,
962,ITI,ITI Pharma and Healthcare Fund Direct Growth,Equity,Very High Risk,,,,
963,IDFC,IDFC Multi Cap Fund Direct Growth,Equity,Very High Risk,,,,
964,Mirae,Mirae Asset Overnight Fund Direct Growth,Debt,Low Risk,5.0,3.89,,
965,Principal,Principal Small Cap Fund Direct Growth,Equity,Moderately High Risk,3.0,78.29,,
966,Motilal,Motilal Oswal Nifty 50 Index Fund Direct Growth,Other,Very High Risk,,2.8,,
967,Aditya,Aditya Birla Sun Life Business Cycle Fund Direct Growth,Equity,Very High Risk,,,,
968,Quant,Quant Quantamental Fund Direct Growth,Equity,Very High Risk,,21.05,,
969,Edelweiss,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Growth,Other,Very High Risk,,-9.93,,
970,SBI,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund Direct Growth,Other,Moderate Risk,,,,
971,Canara,Canara Robeco Value Fund Direct Growth,Equity,Very High Risk,,13.7,,
972,Axis,Axis Special Situations Fund Direct Growth,Equity,Very High Risk,,-4.04,,
973,Axis,Axis Equity ETFs FoF Direct Growth,Other,Very High Risk,,,,
974,Invesco,Invesco India Flexi Cap Fund Direct Growth,Equity,Very High Risk,,,,
975,Motilal,Motilal Oswal Asset Allocation Passive FoF Aggressive Direct Growth,Other,Very High Risk,,2.3,,
976,Invesco,Invesco India Flexi Cap Fund Direct Growth,Equity,Very High Risk,,,,
977,Edelweiss,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Growth,Other,Very High Risk,,-9.93,,
978,Axis,Axis ESG Equity Fund Direct Growth,Equity,Very High Risk,,-8.75,,
979,IDFC,IDFC US Equity FoF Direct Growth,Other,Very High Risk,,-14.02,,
980,HSBC,HSBC Mid Cap Fund Direct Growth,Equity,Very High Risk,,,,
981,UTI,UTI S&P BSE Low Volatility Index Fund Direct Growth,Other,Very High Risk,,,,
982,Motilal,Motilal Oswal Multi Asset Fund Direct Growth,Hybrid,Moderately High Risk,,0.67,,
983,Aditya,Aditya Birla Sun Life Special Opportunities Fund Direct Growth,Equity,Very High Risk,,2.05,,
984,Mahindra,Mahindra Manulife Top 250 Nivesh Yojana Direct Growth,Equity,Moderately High Risk,2.0,9.04,,
985,Axis,Axis Fixed Term Plan Series 109 (111 Days) Direct Growth,Debt,Moderate Risk,,,,
986,Axis,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
987,Motilal,Motilal Oswal Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,4.09,,
988,L&T,L&T Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,3.82,,
989,ICICI,ICICI Prudential Global Advantage Fund (FOF) Direct  Growth,Other,High Risk,,-16.59,,
990,ICICI,ICICI Prudential Global Advantage Fund (FOF) Direct Growth,Other,High Risk,,-16.59,,
991,HSBC,HSBC Global Equity Climate Change FoF Direct Growth,Other,Very High Risk,,-23.83,,
992,Edelweiss,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Direct Growth,Other,Moderate Risk,,,,
993,Mirae,Mirae Asset Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,,2.37,,
994,IDFC,IDFC CRISIL Gilt 2027 Index Fund Direct Growth,Other,Moderate Risk,,1.46,,
995,ITI,ITI Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,,3.77,,
996,PGIM,PGIM India Money Market Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.1,,
997,JM,JM Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.85,,
998,TRUSTMF,TRUSTMF Liquid Fund Direct Growth,Debt,Low to Moderate Risk,,3.96,,
999,DSP,DSP Floater Fund Direct Growth,Debt,Low to Moderate Risk,,2.33,,
1000,Axis,Axis Retirement Savings Fund Conservative Plan Direct Growth,Solution Oriented,Moderately High Risk,,1.14,,
1001,BHARAT,BHARAT Bond FOF April 2030 Direct Growth,Other,Moderate Risk,,3.95,,
1002,Axis,Axis Retirement Savings Fund Dynamic Plan Direct Growth,Solution Oriented,Moderately High Risk,,1.47,,
1003,UTI,UTI Credit Risk Fund Segregated Portfolio 4 Direct Growth,Debt,Moderate Risk,,,,
1004,Kotak,Kotak Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,4.45,,
1005,IDFC,IDFC Nifty 100 Index Fund Direct Growth,Other,Very High Risk,,,,
