txn_id,customer_id,account_id,amount,txn_type,payment_mode,category,subcategory,merchant_name,txn_date,city,state,country,description,created_at
392,18,16,1654.51,DEBIT,NET_BANKING,TRANSPORT,Cab,IOCL Pump,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Cab at IOCL Pump.,2025-12-12 11:45:06
393,19,17,1912.83,DEBIT,CASH,FOOD,Online Delivery,Zomato/Swiggy,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:45:06
394,20,18,2402.04,DEBIT,AUTO_DEBIT,FOOD,Restaurant,Reliance Smart,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Restaurant at Reliance Smart.,2025-12-12 11:45:06
395,21,19,1098.39,DEBIT,WALLET,FOOD,Coffee Shop,Starbucks,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Coffee Shop at Starbucks.,2025-12-12 11:45:06
396,22,20,1732.12,DEBIT,CARD,TRANSPORT,Cab,Ola/Uber,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,2025-12-12 11:45:07
397,23,21,1100.08,DEBIT,UPI,TRANSPORT,Fuel,Delhi Metro/BMTC,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Fuel at Delhi Metro/BMTC.,2025-12-12 11:45:07
398,24,22,10304.7,DEBIT,NET_BANKING,HEALTHCARE,Lab Test,Dr. Lal PathLabs,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Lab Test at Dr. Lal PathLabs.,2025-12-12 11:45:07
399,25,23,2899.69,DEBIT,CASH,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,2025-12-12 11:45:07
400,26,24,18585.11,DEBIT,AUTO_DEBIT,TRAVEL,Train,Local Travel Agency,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Train at Local Travel Agency.,2025-12-12 11:45:08
401,27,25,24022.09,DEBIT,WALLET,TRAVEL,Flight,OYO/Goibibo,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Flight at OYO/Goibibo.,2025-12-12 11:45:08
402,13,11,1500.75,DEBIT,UPI,FOOD,Restaurant,Swiggy,2025-02-05 14:30:00,Amravati,Maharashtra,India,Dinner at Mcdonalds,2025-12-12 16:13:37
403,48,46,450.0,DEBIT,NET_BANKING,SUBSCRIPTIONS,OTT,Netflix,2025-12-12 21:48:00,Amravati,Maharashtra,India,Netflix premium for 3 months,2025-12-12 16:19:22
