"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-31","77",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-01","78",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-02","77",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-03","80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-04","82",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-05","80",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-06","77",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-07","74",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-08","70",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-09","72",,"52"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-10","77",,"54"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-11","80",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-12","85",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-13","82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-14","80",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-15","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-16","77",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-17","76",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-18","78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-19","81",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-20","79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-21","79",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-22","81",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-23","83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-24","83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-25","82",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-26","80",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-27","78",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-28","79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-01","79",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-02","80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-03","78",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-04","79",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-05","78",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-06","77",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-07","79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-08","81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-09","83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-10","82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-11","80",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-12","79",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-13","78",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-14","80",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-15","83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-16","81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-17","81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-18","85",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-19","81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-20","80",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-21","80",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-22","81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-23","87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-24","89",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-25","92",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-26","89",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-27","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-28","84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-29","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-30","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-31","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-01","82",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-02","82",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-03","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-04","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-05","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-06","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-07","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-08","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-09","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-10","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-11","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-12","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-13","88",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-14","87",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-15","86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-16","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-17","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-18","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-19","87",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-20","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-21","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-22","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-23","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-24","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-25","88",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-26","89",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-27","90",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-28","89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-29","87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-30","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-01","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-02","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-03","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-04","86",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-05","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-06","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-07","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-08","86",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-09","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-10","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-11","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-12","86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-13","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-14","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-15","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-16","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-17","87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-18","87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-19","88",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-20","88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-21","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-22","87",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-23","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-24","88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-25","87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-26","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-27","88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-28","88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-29","88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-30","88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-31","88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-01","88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-02","88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-03","88",,"85"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-04","88",,"84"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-05","88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-06","88",,"84"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-07","89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-08","90",,"85"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-09","89",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-10","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-11","87",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-12","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-13","85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-14","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-15","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-16","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-17","87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-18","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-19","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-20","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-21","87",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-22","87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-23","87",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-24","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-25","85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-26","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-27","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-28","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-29","80",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-30","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-01","79",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-02","80",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-03","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-04","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-05","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-06","83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-07","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-08","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-09","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-10","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-11","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-12","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-13","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-14","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-15","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-16","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-17","85",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-18","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-19","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-20","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-21","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-22","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-23","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-24","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-25","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-26","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-27","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-28","84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-29","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-30","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-31","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-01","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-02","80",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-03","80",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-04","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-05","83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-06","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-07","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-08","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-09","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-10","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-11","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-12","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-13","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-14","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-15","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-16","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-17","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-18","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-19","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-20","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-21","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-22","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-23","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-24","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-25","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-26","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-27","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-28","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-29","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-30","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-31","82",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-01","81",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-02","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-03","80",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-04","79",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-05","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-06","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-07","80",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-08","80",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-09","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-10","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-11","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-12","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-13","81",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-14","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-15","80",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-16","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-17","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-18","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-19","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-20","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-21","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-22","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-23","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-24","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-25","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-26","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-27","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-28","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-29","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-30","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-01","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-02","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-03","84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-04","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-05","83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-06","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-07","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-08","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-09","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-10","85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-11","85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-12","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-13","87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-14","89",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-15","90",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-16","89",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-17","87",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-18","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-19","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-20","78",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-21","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-22","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-23","80",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-24","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-25","83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-26","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-27","84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-28","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-29","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-30","87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-10-31","87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-01","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-02","84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-03","84",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-04","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-05","86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-06","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-07","84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-08","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-09","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-10","83",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-11","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-12","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-13","86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-14","84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-15","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-16","86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-17","87",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-18","85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-19","84",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-20","84",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-21","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-22","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-23","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-24","84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-25","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-26","84",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-27","84",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-28","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-29","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-11-30","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-01","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-02","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-03","85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-04","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-05","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-06","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-07","83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-08","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-09","83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-10","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-11","82",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-12","81",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-13","79",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-14","78",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-15","79",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-16","80",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-17","81",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-18","82",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-19","82",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-20","81",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-21","81",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-22","84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-23","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-24","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-25","82",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-26","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-27","79",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-28","81",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-29","80",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-30","78",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-12-31","74",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-01","74",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-02","75",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-03","74",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-04","73",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-05","78",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-06","81",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-07","81",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-08","79",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-09","75",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-10","79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-11","81",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-12","81",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-13","79",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-14","76",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-15","74",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-16","70",,
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-17","69",,"53"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-18","75",,"56"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-19","78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-20","80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-21","79",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-22","81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-23","83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-24","83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-25","82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2020-01-26","81",,
